Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
,  ,Kutsuay Taşkent,£6.6M  £19.5M,1.74,130,Turkish Super League,,,,5.22,0.11,183,13%,394.75,0.25,,0.17,0.23,0.17,0.1,38%,1.03,0.09,14%,1.34,0.23,17%,4,13.4km,1.51,35.51,29.33,13,17.44,2.17,0.4,1.71,0.66,0.34,0.57,1.51,12.54,1.42,2.76,0,20%,2.05,87%,83%,11.2,0,0.34,2.14,0.23
Ret,  ,Gonçalo Pinto,£500  £2K,0.96,92,Turkish Super League,,,,4.22,0.32,66,12%,703.5,0.16,,0.1,0.13,0.1,0.09,18%,1.15,0.06,17%,1.86,0.32,17%,5,11.9km,0.58,44.97,39.53,8.25,16.25,3.2,0.26,1.09,0.19,0.13,1.28,1.41,12.22,1.6,2.81,0,27%,1.6,69%,88%,10.62,0.06,0.38,1.66,0.06
,  ,Tomáš Jelínek,£1.6M  £4.7M,1.64,112,Turkish Super League,,,,6.04,0.15,161,17%,240,0.21,,0.18,0.38,0.18,0.08,42%,2.17,0,20%,0.75,0.15,20%,4,13.5km,1.12,31.16,25.31,12.56,18.68,2.36,0.71,2.21,0.94,0.22,0.9,1.43,10.54,1.2,2.66,0,36%,1.69,74%,81%,9.53,0.11,0.45,1.2,0.15
,  ,Ander Vera,£30K  £90K,1.14,112,Turkish Super League,,,,5.52,0.08,68,9%,"1,109.00",0.03,,0.1,0.08,0.1,0.11,36%,2.27,0,33%,0.24,0.08,33%,1,13.1km,1.95,30.76,25.97,10.47,21.18,1.46,0.08,0.89,0.32,0.41,0.81,1.7,8.12,0.89,2.03,0,41%,0.97,75%,84%,8.2,0.08,0.08,0.89,0.08
,  ,Hasan Ateş,£5.8M  £17M,1.15,126,Turkish Super League,,,,4.99,0.03,157,5%,566.2,0.15,,0.48,0.16,0.48,0.14,26%,1.14,0.03,3%,1.72,0.16,9%,1,13.2km,1.49,32.3,27.47,14.21,13.83,1.81,1.02,3.53,0.92,0.13,0.76,1.21,13.83,1.27,2.29,0,23%,1.05,73%,85%,9.28,0.03,0.25,1.27,0.25
Wnt,  ,Sinan Çakır,£4.6M,1.91,119,Turkish Super League,,,,6.93,0.13,165,10%,306.14,0.15,,0.29,0.29,0.29,0.1,31%,1.43,0.08,16%,0.76,0.13,17%,3,12.9km,1.47,29.73,25.49,11.26,20.2,1.39,0.84,2.81,0.88,0.46,0.59,1.81,8.11,0.63,1.85,0,21%,1.05,76%,86%,9.37,0,0.08,0.63,0.08
Wnt,  ,Kerim Çinkılınç,£4.9M  £14.5M,1.76,131,Turkish Super League,,,,3.77,0.18,86,6%,410.2,0.13,,0.3,0.22,0.3,0.09,38%,0.7,0,20%,0.88,0.18,20%,4,12.8km,1.62,35.41,30.76,11.23,13.65,2.46,1.27,3.38,1.27,0.31,0.83,1.67,14,1.58,2.24,0,19%,1.62,74%,87%,11.76,0.04,0.31,1.58,
,  ,Koen van der Werff,£1M  £3.1M,1.23,108,Turkish Super League,,,,5.38,0.44,160,9%,668.75,0.15,,0.16,0.13,0.16,0.11,40%,1.18,0.03,11%,3.84,0.44,11%,13,12.3km,2.76,32.47,27.45,15.34,16.32,2.15,0.5,1.45,0.57,0.27,0.67,1.65,3.73,1.31,3.53,0,22%,2.12,78%,85%,11.94,0.03,0.24,1.31,0.07
Ask,  ,Umut Kılıç,£2.6M  £7.8M,0.77,114,Turkish Super League,,,,4.85,0.45,108,12%,500.75,0.18,,0.14,0.18,0.14,0.09,41%,1.12,0.04,14%,3.06,0.45,15%,10,12.6km,2.79,31.23,26.33,13.12,18.2,2.34,0.27,1.53,0.63,0.36,0.58,1.8,5.57,1.48,3.33,0,23%,2.7,88%,84%,12.4,0,0.13,1.98,0.18
Wnt,  ,Sergen Özbek,£3.6M  £10.5M,1.77,133,Turkish Super League,,,,3.76,0.46,81,14%,242.12,0.12,,0.22,0.37,0.22,0.09,32%,1.07,0,14%,4.6,0.65,14%,10,12.8km,3.11,38.05,31.92,14.12,12.55,2.69,0.98,2.6,0.84,0.51,0.88,1.63,6.46,1.39,3.53,0,28%,2.6,90%,84%,13.24,0,0.33,1.39,0.09
,  ,Danny Varnhagen,£1.6M  £4.7M,1.62,112,Turkish Super League,,,,5.06,0.26,136,18%,302.5,0.12,,0.16,0.3,0.16,0.1,40%,0.56,0.04,8%,5.21,0.45,9%,7,12.6km,2.27,33.77,29.42,15.36,19.52,1.97,0.33,1.67,0.67,0.3,1.04,1.75,4.57,1.12,3.05,0,11%,2.38,91%,87%,12.46,0.07,0.11,1.12,0.04
,  ,Enes Çinemre,£3.4M  £10M,1.25,127,Turkish Super League,,,,4.32,0.14,180,6%,625.33,0.11,,0.32,0.14,0.32,0.12,36%,0.82,0.07,18%,4.68,0.38,8%,6,13.3km,1.7,29.31,25.16,12.16,16.14,2.13,0.77,2.61,0.94,0.14,0.55,1.63,10.34,1.2,2.85,0,19%,1.63,83%,86%,10.19,0,0.22,1.68,0.1
Unh,  ,Josh Taylor,£24M  £71M,1.81,157,cinch Premiership,,,,3.89,0.07,174,16%,268.47,0.23,,0.23,0.34,0.23,0.11,41%,1.52,0.02,7%,2.68,0.29,11%,3,13.3km,1.68,35.83,30.04,13.45,10.77,2.26,0.67,2.03,0.83,0.34,0.58,1.59,15.49,1.45,2.79,0,39%,2.06,83%,84%,10.44,0.02,0.51,1.5,0.25
,  ,Tom Pennington,£375K  £1.2M,1.13,124,cinch Premiership,,,,5.33,0,58,6%,979,0.24,,0.21,0.09,0.21,0.13,39%,1.1,0.18,,0.74,0,0%,0,12.1km,1.2,30.25,26.2,9.28,17.65,1.93,0.37,1.65,0.64,0.28,0.55,1.38,13.15,1.2,3.03,0,21%,2.21,86%,87%,9.19,0,0.46,2.3,
Opt,  ,Achim Heister,£0,1,122,cinch Premiership,,,,4.12,0.31,79,15%,575,0.18,,0.14,0.16,0.14,0.13,35%,0.94,0.05,19%,3.44,0.42,12%,6,12.4km,1.72,43.51,38.19,11.27,11.06,3.13,0.31,1.04,0.37,0.31,0.57,1.67,11.11,1.2,2.92,0.05,23%,2.19,91%,88%,10.96,0.05,0.37,1.2,0.05
,  ,Grant Budinauckas,£95K  £300K,1.06,108,cinch Premiership,,,,5.61,0.14,121,7%,971,0.07,,0.16,0.09,0.16,0.12,39%,1.67,0.14,13%,1.2,0.14,12%,3,12.7km,1.48,30.68,25.35,11.26,23.45,1.99,0.37,1.3,0.51,0.23,0.7,1.39,8.16,1.07,2.09,0,30%,1.76,97%,83%,10.47,0.05,0.14,1.34,
Wnt,  ,Geoffrey Betti,£16.5M  £50M,1.71,145,cinch Premiership,,,,4.61,0.37,197,10%,296,0.18,,0.32,0.3,0.32,0.1,44%,1.17,0.02,19%,2.5,0.42,17%,16,12.9km,2.71,34.05,29.24,15.81,14.03,2.69,1.17,3.06,1.33,0.28,0.51,1.75,6.92,1.33,3.88,0,25%,2.57,72%,86%,12.65,0.05,0.19,1.33,0.21
Wnt,  ,Ryan Gordon,£0,0.94,133,cinch Premiership,,,,2.9,0.08,73,6%,"1,131.00",0.08,,0.13,0.08,0.1,0.1,32%,1.11,0.04,9%,1.75,0.16,9%,2,12.6km,1.11,42.45,36.37,12.02,12.14,3.1,0.52,1.23,0.4,0.32,0.52,1.71,12.93,1.51,2.98,0,38%,1.43,59%,86%,11.22,0.04,0.2,1.51,0.08
,  ,Danny Nolan,£12M  £36M,0.93,131,cinch Premiership,,,,3.02,0,59,10%,585.33,0.13,,0.14,0.15,0.14,0.1,52%,0.31,0,,0.92,0,0%,0,12.5km,1.13,40.9,35.77,11.69,16.09,2.26,0.51,1.49,0.77,0.21,0.72,1.69,11.07,1.03,2.41,0,10%,1.08,66%,87%,10.81,0.1,0.15,1.18,0.1
,  ,Paddy Bullen,£8M  £24M,1.56,127,cinch Premiership,,,,6.27,0.18,179,5%,857,0.18,,0.27,0.11,0.27,0.13,35%,1.72,0.04,25%,0.7,0.18,25%,5,13.1km,1.72,29.72,25.31,12.04,18.1,2.07,0.42,2,0.7,0.25,1.09,1.54,11.2,1.4,1.82,0,27%,1.05,73%,85%,9.91,0.04,0.56,1.44,0.18
Inj,  ,Dwayne Mars,£9.8M  £29M,1.54,149,cinch Premiership,,,,3.3,0.06,171,7%,933.4,0.14,,0.12,0.1,0.12,0.09,30%,1.16,0.17,9%,0.89,0.08,9%,3,12.6km,1.89,52.05,44.76,12.61,8.37,2.89,0.56,1.37,0.4,0.39,0.85,1.74,15.27,1.23,2.82,0,35%,1.6,67%,86%,11.11,0.15,0.31,1.23,0.23
,  ,Kévin Perez,£4.5M  £13.5M,1.5,123,Jupiler Pro League,,,,3.31,0.26,90,19%,611.5,0.22,,0.04,0.15,0.04,0.06,57%,1.43,0,30%,1.84,0.26,14%,7,12.5km,0.92,44.08,38.52,10.45,12.4,3.68,0.37,0.77,0.44,0.29,0.7,1.14,11.74,1.36,2.94,0,43%,1.69,67%,87%,10.96,0,0.18,1.36,0.22
,  ,Dominique Huysman,£5M  £15M,1.81,123,Jupiler Pro League,,,,4.69,0.37,165,7%,"1,582.00",0.14,,0.08,0.06,0.08,0.09,29%,0.77,0,11%,3.36,0.37,11%,13,12.0km,3.02,30.52,25.4,16.5,13.2,3.64,0.23,0.8,0.23,0.34,1.14,2.1,4.1,1.59,3.87,0,16%,2.36,78%,83%,12.54,0,0.31,1.59,0.11
Wnt,  ,Mathias De Potter,£1.1M  £3.4M,0.67,128,Jupiler Pro League,,,,6.48,0.07,195,6%,541.6,0.12,,0.39,0.17,0.39,0.14,32%,1.86,0.07,7%,0.9,0.07,7%,2,12.8km,1.23,31.21,26.89,11.3,14.16,2.03,0.9,2.89,0.93,0.17,0.47,1.4,9.21,1.33,2.33,0,29%,1.43,83%,86%,10.9,0,0.13,1.33,0.07
,  ,Alessandro Frappampina,£180K  £550K,0.97,118,Jupiler Pro League,,,,4.41,0.23,94,11%,959.5,0.16,,0.16,0.09,0.16,0.18,42%,0.94,0,12%,1.92,0.23,12%,5,12.4km,2.72,29.64,25.47,13.23,19.93,2.86,0.28,0.89,0.38,0.14,0.61,1.41,3.94,1.69,3.71,0,21%,2.39,80%,86%,11.87,0.09,0.28,1.78,0.05
,  ,Noah Nsoki,Not for Sale,1.44,116,Jupiler Pro League,,,,3.27,0.1,100,4%,"2,751.00",0.19,,0.09,0.03,0.06,0.11,21%,0.98,0.03,11%,0.85,0.1,12%,3,11.9km,1.28,44.36,38.6,9.42,10.83,3.34,0.23,0.79,0.16,0.39,0.69,1.83,15.18,1.24,3.01,0,30%,1.9,78%,87%,11.25,0,0.29,1.24,0.29
,  ,Mateo Benard,£4.1M  £12M,1.39,122,Jupiler Pro League,,,,4.38,0.8,131,14%,538,0.12,,0.14,0.17,0.14,0.12,37%,0.64,0,13%,5.79,0.8,14%,24,12.8km,3.04,32.69,27.77,14.62,13.75,3.21,0.4,1.17,0.43,0.67,1.14,2.11,3.85,1.14,3.11,0,15%,1.81,83%,85%,10.44,0.1,0.3,1.14,
,  ,Mario Feistle,£1.4M  £4.3M,1.19,133,Jupiler Pro League,,,,2.42,0.14,70,8%,866,0.15,,0.2,0.1,0.2,0.15,30%,1.49,0.03,14%,1.25,0.21,17%,4,12.8km,1.63,45.42,39.98,11.88,12.09,3.26,0.35,1.28,0.38,0.17,0.66,1.56,13.41,1.18,2.7,0,61%,1.8,81%,88%,10.88,0.07,0.28,1.91,0.14
,  ,Nicolaj Nathansen,£650K  £1.9M,0.73,119,Jupiler Pro League,,,,8.75,0.08,107,14%,220,0.04,,0.31,0.41,0.31,0.1,53%,1.72,0,16%,0.49,0.08,17%,1,10.9km,1.15,22.58,19.8,6.3,23.15,0.65,0.82,2.95,1.55,0.16,0.65,0.82,0.82,0.57,1.47,0,20%,1.06,93%,88%,7.45,0,0.08,0.57,
,  ,Barış Şirin,£1.1M  £3.2M,1.45,115,Jupiler Pro League,,,,3.64,0.07,106,5%,"2,623.00",0.23,,0.09,0.03,0.09,0.14,26%,1.27,0,11%,0.58,0.07,12%,2,11.8km,0.62,42.96,37.57,10.05,9.26,2.85,0.17,0.65,0.17,0.48,0.69,1.75,14.65,1.2,2.64,0,35%,1.58,74%,87%,10.6,0.07,0.45,1.2,0.45
Lst,  ,Jimte Scholten,£20K,1.03,90,Jupiler Pro League,,,,4.37,0.18,99,,,0.19,,0.18,,0.18,0.16,36%,1.19,0.04,17%,1.01,0.18,17%,4,12.0km,0.88,46.1,40.1,8.78,17.6,3.71,0.4,1.1,0.4,0.31,0.88,1.28,7.01,1.72,2.29,0,27%,1.46,80%,87%,10.59,0,0.4,1.72,0.22
Wnt,  ,Theodorus Mathieu,£1.9M  £5.6M,0.67,112,Jupiler Pro League,,,,4.4,0.06,138,7%,565,0.15,,0.29,0.16,0.29,0.13,29%,1.56,0,7%,0.89,0.06,7%,2,13.1km,1.34,31.6,28.07,14.05,20.45,2.29,0.54,2.23,0.64,0.19,0.48,1.59,7.87,1.53,2.42,0,36%,1.53,81%,89%,10.35,0.03,0.22,1.53,0.22
,  ,Ezechiel Banzuzi,£950K  £2.8M,1.48,108,Jupiler Pro League,,,,8.42,0.19,306,17%,192.41,0.22,,0.37,0.47,0.37,0.14,56%,2.83,0.08,21%,0.88,0.19,22%,7,11.8km,0.83,26.91,23.08,7.13,17.03,1.49,0.47,2.72,1.51,0.06,0.66,1.13,5.64,0.77,1.9,0,34%,1.35,78%,86%,7.7,0,0.47,0.83,0.06
,  ,Jovi Keurntjes,£6M  £18M,0.97,129,Jupiler Pro League,,,,5.36,0.13,161,5%,675.75,0.28,,0.4,0.13,0.4,0.15,40%,2.26,0.33,14%,3.96,0.5,13%,4,12.6km,1.03,37.76,32.76,10.95,14.12,2.93,0.83,2.7,1.07,0.3,0.73,1.3,12.59,1.43,3.2,0,42%,2.16,83%,87%,10.75,0,0.6,2.03,0.23
Wnt,  ,Magnus Påhlman,£5.2M  £15.5M,1.35,134,Eredivisie,,,,3.28,0.13,99,7%,678.25,0.25,,0.22,0.13,0.22,0.12,39%,1.03,0.17,21%,0.63,0.13,21%,4,13.1km,1.06,48.33,43.49,11.81,9.26,4.38,0.7,1.79,0.7,0.23,0.6,1.73,12.54,1.13,3.32,0,31%,2.36,72%,90%,9.85,0.1,0.53,1.13,0.33
Inj,  ,Zakaria Vial,£450K  £1.4M,1.3,112,Eredivisie,,,,4.32,0.05,80,6%,555.33,0.26,,0.21,0.16,0.21,0.08,35%,0.92,0,11%,2.21,0.16,7%,1,13.5km,1.3,29.33,25.61,12.37,17.72,1.84,0.7,2.59,0.92,0.22,0.81,1.24,10.48,1.4,2.32,0,21%,1.13,64%,87%,10.16,0.05,0.54,2.11,0.16
,  ,Samuel Appiah,£1.1M  £3.2M,0.83,113,Eredivisie,,,,3.64,0.13,86,36%,425.2,0.14,,0.04,0.21,0.04,0.07,43%,1.02,0.08,15%,0.85,0.13,15%,3,12.5km,1.35,44.32,39.07,10.29,19.98,3.6,0.17,0.59,0.25,0.34,0.76,2.12,9.69,1.06,2.54,0,28%,1.48,70%,88%,10.92,0.04,0.42,1.44,0.04
,  ,Gabriel Martini,£1.8M  £5.4M,1.5,116,Eredivisie,,,,3.95,0.07,56,3%,"1,277.00",0.12,,0.26,0.07,0.26,0.12,27%,1.34,0,8%,0.85,0.07,8%,1,13.1km,1.41,30.45,25.72,11.35,17.97,2.4,0.49,2.11,0.56,0.14,0.99,1.69,12.97,1.41,2.96,0,34%,2.18,86%,84%,9.94,0.21,0.21,1.41,0.14
,  ,Bernt Gunnar Johnsen Johansen,£900K  £2.6M,1.11,119,Eredivisie,,,,3.31,0.07,94,8%,"2,553.00",0.15,,0.02,0.04,0.02,0.06,17%,0.63,0.18,14%,0.78,0.14,18%,2,12.5km,0.78,47.38,42.16,10.65,8.78,4.76,0.21,0.42,0.07,0.53,0.95,1.76,10.22,1.23,2.47,0.04,19%,1.87,83%,89%,9.48,0.04,0.18,1.27,0.18
Wnt,  ,James Jackson,£7M  £21M,1.64,129,Eredivisie,,,,3.21,0.21,92,9%,645.5,0.31,,0.21,0.14,0.21,0.14,37%,0.94,0.14,20%,4.04,0.56,14%,6,12.0km,1.19,42.94,36.67,9.97,13.14,3.52,0.49,1.5,0.56,0.35,0.49,1.81,12.23,1.39,2.68,0,29%,1.88,86%,85%,11.05,0.1,0.38,2.75,0.42
,  ,Ido Katz,£1M  £3.1M,0.89,114,Eredivisie,,,,3.17,0.14,90,7%,"2,558.00",0.31,,0.06,0.04,0.06,0.12,13%,0.49,0.04,17%,0.81,0.14,17%,4,12.0km,0.88,44.82,38.81,9.36,15.76,3.66,0.18,0.53,0.07,0.39,0.77,1.83,10.8,1.51,3.34,0,16%,2.32,76%,87%,11.54,0.07,0.46,1.51,0.35
Wnt,  ,Benjamin Rousselle,£4.2M  £12.5M,1.06,128,Eredivisie,,,,4.24,0.12,140,4%,991.67,0.24,,0.24,0.09,0.24,0.12,24%,2.33,0.15,12%,3.15,0.54,17%,4,12.3km,0.88,43.08,38.36,9.95,15.73,4.14,0.54,2.03,0.48,0.21,0.67,1.39,11.98,1.69,3.54,0,55%,2.45,81%,89%,9.77,0.06,0.51,2.39,0.27
,  ,Mika Godts,Not for Sale,1.72,121,Eredivisie,,,,4.27,0.37,104,11%,313.29,0.15,,0.29,0.29,0.29,0.11,44%,1.03,0.04,16%,8,1.19,15%,9,12.2km,2.38,32.5,27.78,13.09,18.14,2.79,0.7,2.5,1.11,0.37,1.07,2.13,5.5,1.48,2.91,0,24%,2.38,91%,85%,13.09,0,0.29,1.48,
,  ,Taofeek Ibrahim,£2.6M  £7.8M,1.48,120,Eredivisie,,,,3.37,0.1,70,17%,373.6,0.15,,0.13,0.24,0.13,0.09,41%,1.59,0.05,18%,0.53,0.1,18%,2,12.1km,1.35,43.84,37.92,10.02,16.24,3.13,0.58,1.4,0.58,0.53,0.77,1.69,11.23,1.45,2.31,0,47%,1.83,93%,86%,10.5,0.05,0.43,2.12,0.19
Wnt,  ,Ayrton Farrell,£10M  £30M,1.68,140,Eredivisie,,,,2.84,0.11,75,15%,"1,188.00",0.27,,0.06,0.08,0.06,0.12,31%,0.68,0,13%,1.06,0.15,14%,3,12.7km,1.67,46.33,39.73,11.82,11.1,2.5,0.15,0.49,0.15,0.42,0.53,1.78,14.36,1.25,2.73,0,24%,1.67,81%,86%,10.57,0,0.49,1.48,0.19
,  ,Guilherme Toda,£11.5M  £34M,1.77,141,Eredivisie,,,,4.42,0.16,142,12%,321.56,0.2,,0.27,0.28,0.27,0.11,31%,0.93,0.03,21%,4.32,0.87,20%,5,13.1km,1.96,33.18,28.52,12.32,18.75,1.99,0.78,2.33,0.72,0.4,0.53,1.62,13.19,1.03,2.86,0,21%,2.05,80%,86%,10.48,0.03,0.72,1.34,0.16
,  ,Hadi Çelik,Not for Sale,1.72,141,Eredivisie,,,,3.28,0.24,83,11%,570,0.15,,0.17,0.16,0.17,0.12,31%,1.42,0,30%,0.79,0.24,30%,6,12.9km,1.54,40.74,35.37,12.71,12.83,3.28,0.55,1.42,0.43,0.36,0.67,1.58,12.16,1.34,2.96,0,43%,1.82,77%,87%,10.38,0.04,0.16,1.34,0.2
,  ,Jurdany van Beelen,£150K  £450K,1.05,105,Eredivisie,,,,6.25,0,165,4%,"1,188.50",0.1,,0.18,0.08,0.18,0.1,28%,1.86,0,,8.59,0.76,9%,0,12.1km,1.7,31.01,26.66,10,17.68,1.86,0.42,1.78,0.49,0.23,0.64,1.4,6.85,1.25,2.95,0,30%,1.55,66%,86%,9.01,0.04,0.11,1.25,0.04
,  ,Mohamed Ofori,£29M  £86M,1.72,145,Eredivisie,,,,3.23,0.03,97,5%,901.33,0.11,,0.29,0.1,0.29,0.14,38%,1.03,0.1,3%,0.9,0.03,4%,1,13.0km,1.1,47.8,41.41,12.15,11.08,3.93,0.5,2.03,0.77,0.23,0.6,1.83,14.71,0.93,2.86,0.1,32%,2.03,77%,87%,11.15,0.13,0.2,0.93,0.1
Wnt,  ,Antoni,£9.6M  £29M,1.68,142,Eredivisie,,,,2.2,0.12,56,11%,572.25,0.39,,0.14,0.16,0.14,0.1,24%,0.79,0.08,13%,1.1,0.12,11%,3,12.2km,1.3,47.46,41.44,11.01,11.32,3.62,0.59,1.45,0.35,0.43,0.43,1.77,14.43,1.57,2.91,0,36%,1.69,70%,87%,11.01,0,0.43,2.91,0.31
Wnt,  ,Sergey Karimov,£2.2M  £6.6M,1.18,119,Eredivisie,,,,3.54,0.09,83,7%,"2,110.00",0.14,,0.09,0.04,0.09,0.16,29%,1.54,0.04,9%,1.49,0.13,9%,2,12.2km,1.02,44.19,38.52,9.73,18.3,3.41,0.04,0.6,0.17,0.38,0.77,1.15,10.36,1.15,3.03,0,43%,1.92,82%,87%,10.54,0,0.21,2.73,0.09
Inj,  ,Rune Myklevold,£4.5M  £13.5M,1.69,124,Eredivisie,,,,3.61,0.14,103,8%,857,0.16,,0.15,0.11,0.15,0.11,43%,1.75,0.14,16%,0.84,0.14,17%,4,12.1km,0.91,45.89,39.45,10.22,15.72,2.91,0.42,1.4,0.6,0.35,0.77,1.79,11.66,1.19,2.56,0,49%,1.51,70%,86%,11.8,0.04,0.25,1.19,0.32
Wnt,  ,Fredy Lucas,£18M  £54M,1.03,152,Eredivisie,,,,4.19,0.1,122,14%,291.44,0.2,,0.19,0.31,0.19,0.09,42%,0.69,0.03,10%,6.04,0.82,14%,3,13.4km,1.48,33.45,28.79,11.87,11.43,2.3,0.79,2.2,0.93,0.14,0.41,1.34,15.13,1.58,2.95,0,16%,2.4,85%,86%,10.88,0.07,0.45,1.58,0.1
,  ,Dejan Popović,£5.2M  £15.5M,1.09,124,Portuguese Premier League,,,,4.5,0.23,117,22%,234.2,0.2,,0.27,0.38,0.27,0.15,41%,0.5,0.08,20%,1.15,0.23,20%,6,13.6km,1.5,31.9,26.86,12.34,18.33,2.27,0.42,1.77,0.73,0.35,0.65,1.46,9.61,1.31,2.96,0,11%,1.77,78%,84%,10.07,0,0.31,1.31,0.08
,  ,Mohamed Pettersson,£900K  £2.8M,0.81,117,Portuguese Premier League,,,,3.13,0.12,79,12%,"1,136.50",0.26,,0.08,0.08,0.08,0.11,24%,0.87,0,14%,0.83,0.12,14%,3,11.9km,1.19,43.48,38.21,9.07,17.11,3.44,0.2,0.67,0.16,0.32,0.83,1.54,10.18,1.27,3.09,0,28%,1.86,76%,88%,10.77,0.08,0.55,1.27,0.08
,  ,Salvador Barny,£1M  £3M,1.3,110,Portuguese Premier League,,,,4.75,0.14,105,11%,398.2,0.24,,0.25,0.23,0.21,0.12,45%,1.18,0.09,13%,5.15,0.5,10%,3,12.9km,1.18,31.51,27.12,11.75,19.89,2.21,0.81,1.99,0.9,0.14,0.9,1.31,8.81,1.49,2.4,0,25%,1.45,82%,86%,9.45,0.05,0.45,1.49,0.14
,  ,Alex Scott,Not for Sale,1.03,125,Ligue 1 Uber Eats,,,,4.84,0.09,109,14%,405.6,0.22,,0.12,0.22,0.12,0.08,32%,1.29,0.04,10%,0.89,0.09,10%,2,12.8km,1.38,34.97,29.38,12.25,19.62,2.31,0.62,1.64,0.53,0.36,0.75,1.73,12.47,1.51,2.62,0,27%,1.82,77%,84%,11.45,0.09,0.4,1.6,0.18
,  ,Jakub Rybarczyk,£5.4M  £16.5M,0.59,126,Ligue 1 Uber Eats,,,,3.26,0.09,72,7%,662.33,0.1,,0.27,0.14,0.27,0.14,30%,0.91,0,18%,0.5,0.09,18%,2,12.3km,0.95,44.84,38.59,10.83,14.09,2.85,0.5,1.95,0.59,0.54,0.91,1.77,7.65,1.09,2.85,0,28%,1.81,85%,86%,10.69,0,0.27,1.09,0.14
,  ,Antonin Crepin,Not for Sale,1.29,126,Ligue 1 Uber Eats,,,,5.56,1.07,193,7%,"1,562.50",0.15,,0.12,0.06,0.12,0.14,21%,1.84,0,17%,10.2,1.58,16%,37,12.7km,2.04,32.37,27.01,14.26,16.13,3.89,0.26,0.84,0.17,0.46,1.01,2.22,4.15,1.79,3.72,0,33%,2.53,94%,83%,11.12,0,0.32,1.79,0.12
,  ,Diogo Trindade,Not for Sale,1.03,127,Portuguese Premier League,,,,4.6,0.08,119,15%,291.25,0.25,,0.22,0.31,0.22,0.11,35%,0.81,0,8%,0.89,0.08,9%,2,12.5km,2.12,31.36,26.92,10.27,17.3,2.01,0.81,2.09,0.73,0.39,0.66,1.7,12.36,1.35,2.55,0,18%,1.55,82%,86%,10.16,0.08,0.42,1.35,0.04
,  ,Oliver Aigner,£3.6M  £11M,1.31,128,Portuguese Premier League,,,,5.83,0.14,126,9%,648.33,0.3,,0.14,0.14,0.14,0.09,36%,1.94,0.09,13%,1.06,0.14,13%,3,12.8km,1.8,31.37,26.61,11.29,16.75,2.08,0.37,1.53,0.56,0.14,0.46,1.71,13.19,1.25,2.45,0,33%,1.67,86%,85%,10.74,0,0.56,1.25,0.23
,  ,Dragan Briški,£6.2M  £19M,1.97,129,Portuguese Premier League,,,,4.51,0.14,130,7%,649,0.2,,0.23,0.14,0.23,0.11,30%,0.8,0,13%,1.01,0.14,14%,4,13.4km,1.59,31.44,26.38,11.3,20.14,1.94,0.52,1.98,0.59,0.24,0.69,1.8,12.93,1.32,2.84,0,18%,1.63,85%,84%,10.37,0,0.59,1.32,0.28
Wnt,  ,Cláudio Tomé,£2.6M  £7.8M,0.81,129,Portuguese Premier League,,,,10.37,0.17,306,7%,331.88,0.08,,0.48,0.27,0.48,0.12,44%,2.95,0.14,29%,0.58,0.17,29%,5,11.4km,1.42,23.29,19.76,6.47,13.66,0.98,1.53,4.07,1.8,0.2,0.27,0.75,3.08,0.54,1.8,0,28%,1.15,71%,85%,7.76,0,0.07,0.58,0.03
,  ,Jasmin Ahmetović,£4M  £12M,0.81,130,Ligue 1 Uber Eats,,,,6.69,0.09,151,22%,184.73,0.13,,0.23,0.49,0.23,0.1,59%,1.68,0.04,18%,1.02,0.18,17%,2,11.8km,0.97,22.15,19.22,7.09,17.89,0.84,1.02,2.26,1.33,0.13,0.49,1.02,2.3,0.71,1.24,0,25%,1.11,86%,87%,7.8,0,0.18,0.71,0.09
,  ,Steve Perez,£15.5M  £46M,1.35,135,Ligue 1 Uber Eats,,,,2.45,0.2,61,12%,560.75,0.2,,0.11,0.16,0.11,0.08,36%,1.24,0.04,21%,1.04,0.2,19%,5,12.1km,2.13,46.95,41.25,11.03,13.64,3.41,0.36,1.32,0.48,0.2,0.48,1.56,11.6,1.12,2.97,0,51%,1.81,78%,88%,12.04,0.04,0.4,1.12,0.12
,  ,Vitomir Jovanović,£8.4M  £25M,1.91,135,Portuguese Premier League,,,,2.74,0.19,102,14%,670.2,0.27,,0.12,0.13,0.12,0.13,47%,0.73,0.11,16%,1.13,0.19,17%,7,12.4km,1.18,47.24,41.28,11.25,13.51,4.03,0.21,0.97,0.46,0.16,0.59,1.48,14.15,1.8,2.87,0,26%,1.64,70%,87%,11.6,0.11,0.4,1.8,0.19
