Inf,Rec,Name,Transfer Value,Pts/Gm,CA,Division,xGP/90,Sv %,xSv %,Aer A/90,OPCrs C/90,Hdrs A,Conv %,Mins/Gl,xA/90,Saves/90,xG/90,Gls/90,NPxG/90,xG/shot,Shot %,Hdrs W/90,K Hdrs/90,Cr C/A,Crs A/90,Cr C/90,OPCr %,OPCrs C,Dist/90,Drb/90,Ps A/90,Ps C/90,Sprints/90,Poss Lost/90,Pr passes/90,Shots Outside Box/90,Shot/90,ShT/90,Blk/90,Clr/90,Int/90,Poss Won/90,OPKP/90,Pres C/90,Shts Blckd/90,Hdr %,Tck/90,Tck R,Pas %,Pres A/90,K Tck/90,Ch C/90,K Ps/90,Asts/90
Wnt,  ,Thibault Fontaine,£300K  £900K,1.76,121,Eredivisie,,,,5.82,0.28,249,,,0.09,,0.05,,0.05,0.15,14%,3.55,0.4,14%,1.99,0.28,14%,12,12.7km,0.75,46.19,40.56,15.94,15.31,5.21,0.12,0.33,0.05,0.72,1.17,2.34,14.14,0.89,2.22,1.26,61%,2.62,81%,88%,7.99,0.23,0.23,0.89,0.12
,  ,Tim Böhm,Not for Sale,1.2,131,Portuguese Premier League,,,,3.75,0.12,153,5%,"3,669.00",0.07,,0.07,0.02,0.07,0.12,18%,1.45,0.02,7%,1.59,0.12,8%,5,13.0km,1.45,48.89,43.2,14.96,16.56,6.18,0.17,0.54,0.1,0.66,0.64,2.33,10.5,0.44,2.7,0.29,39%,2.87,79%,88%,8.86,0.17,0.15,0.44,0.07
Lst,  ,Connor Heath,£1.8M,1.56,120,Ligue 1 Uber Eats,,,,3.72,0.3,62,,,0.19,,0.03,,0.03,0.07,25%,1.92,0.12,10%,2.76,0.3,11%,5,12.2km,1.74,45.45,41.43,12.91,14.77,5.34,0.24,0.48,0.12,0.48,1.44,2.04,14.77,0.9,3.24,0.66,52%,2.76,81%,91%,9.31,0.3,0.12,0.9,0.06
,  ,Shimon Shochat,£750K  £2.3M,1.21,120,Ligue 1 Uber Eats,,,,4.29,0.29,103,,,0.04,,0.07,,0.07,0.1,22%,2.75,0.25,16%,1.79,0.29,16%,7,12.8km,1.42,47.42,40.67,18.29,16.83,5.54,0.29,0.75,0.17,0.79,1.33,2.46,11.54,0.67,2.17,0.21,64%,2.33,86%,86%,9.42,0.17,0.17,0.67,0.08
Wnt,  ,Diogo Freitas,£375K  £1.1M,1.85,138,Ligue 1 Uber Eats,,,,5.63,0.27,254,,,0.09,,0.05,,0.05,0.16,0%,3.46,0.53,18%,1.46,0.27,18%,12,12.7km,1.02,56.98,51.04,14.15,13.08,7.69,0.16,0.33,0,0.67,1,2.42,14.9,0.78,2.31,0.49,61%,2.77,80%,90%,8.38,0.09,0.22,0.78,0.09
,  ,Franck Mace,£4.8M  £14.5M,1.08,132,Portuguese Premier League,,,,5.18,0.17,185,,,0.03,,0.03,,0.03,0.14,0%,3.17,0.39,10%,1.63,0.17,10%,6,12.3km,1.43,48.73,43.96,13.67,15.58,6.22,0.06,0.2,0,0.67,1.09,2.27,11.01,0.73,2.58,1.15,61%,3.17,83%,90%,8.13,0.2,,0.73,0.06
,  ,Enzo Levavasseur,£2M  £6M,1.85,122,Ligue 1 Uber Eats,,,,5.72,0.12,47,,,0.01,,0.02,,0.02,0.09,0%,2.92,0,11%,1.1,0.12,11%,1,13.1km,1.22,46.28,41.29,19.24,15.47,4.02,0,0.24,0,0.97,2.07,2.44,11.81,0.61,1.71,0.61,51%,2.44,87%,89%,9.01,0.12,,0.61,
,  ,Simon Wass,£10.5M  £31M,1.3,142,Ligue 1 Uber Eats,,,,6.21,0.1,179,,,0.04,,0.02,,0.02,0.17,0%,4.47,0.42,10%,1.01,0.1,10%,3,12.4km,0.66,51.93,44.97,10.82,9.4,4.71,0,0.1,0,0.73,1.01,2.01,15.39,0.62,1.56,0.73,72%,2.32,87%,87%,5.96,0.21,0.07,0.62,
,  ,Steve Charlton,£700K  £2.2M,2.06,125,Portuguese Premier League,,,,5.87,0.28,85,25%,"1,304.00",0.17,,0.04,0.07,0.04,0.14,50%,3.93,0.48,9%,2.83,0.28,10%,4,12.9km,0.9,45.41,40.86,13.87,15.74,5.04,0,0.28,0.14,0.55,1.04,2.42,12.84,1.1,2.55,0.14,67%,2.42,78%,90%,8.14,0.14,0.28,1.1,0.14
Wnt,  ,Vadim Merkulov,£2.9M  £8.6M,1.2,125,Ligue 1 Uber Eats,,,,3.96,0.07,109,,,0.06,,0.01,,0.01,0.1,33%,2.11,0.22,2%,2.47,0.07,3%,2,12.5km,1.13,47.09,41.13,13.42,14.84,5.89,0.04,0.11,0.04,0.84,1.38,2.22,10.15,0.91,2.36,0.18,53%,2.25,69%,87%,8.18,0.11,0.11,0.91,0.07
,  ,Adam Rene Lebreton,£1.9M  £5.8M,1.65,160,Ligue 1 Uber Eats,,,,5.57,0.27,251,22%,"2,029.00",0.1,,0.03,0.04,0.03,0.16,56%,3.86,0.47,21%,1.22,0.27,22%,12,12.5km,1,56.09,50.68,13.99,6.65,6.96,0.04,0.2,0.11,0.69,0.84,2.57,17.23,1.33,2.57,1.13,69%,2.88,81%,90%,8.72,0.2,0.27,1.33,
Wnt,  ,Mehdi Faye,£110K  £350K,0.74,117,Portuguese Premier League,,,,4.26,0.13,127,,,0.05,,0,,0,0,0%,1.78,0.23,5%,2.25,0.13,6%,4,13.1km,1.21,47.97,41.3,16.69,17.23,6.27,0.03,0.03,0,0.77,1.11,2.31,10.79,0.64,2.08,0.47,42%,2.68,87%,86%,8.31,0.13,0.1,0.64,0.03
,  ,Thomas Ecker,£650K  £1.9M,1.7,112,Portuguese Premier League,,,,3.89,0.05,74,,,0,,0.05,,0.05,0.33,0%,1.89,0.05,2%,2.21,0.05,2%,1,11.4km,1.84,45.68,38.59,12.41,18.35,5.1,0.11,0.16,0,0.68,0.95,2.63,8.1,0.74,2.42,0.21,49%,2.73,85%,84%,8.41,0.11,,0.74,0.11
,  ,Gianluca Ripa,£200K  £600K,1.82,128,Portuguese Premier League,,,,6.33,0.27,143,10%,"2,032.00",0.11,,0.04,0.04,0.04,0.1,20%,4.16,0.31,13%,1.9,0.27,14%,6,12.2km,1.11,46.06,40.79,15.59,12.84,4.56,0.04,0.44,0.09,0.8,1.46,1.73,10.72,1.15,2.57,0.18,66%,2.13,74%,89%,7.97,0.22,0.31,1.15,0.18
,  ,Brice Lavigne,£10M  £30M,1.15,131,Ligue 1 Uber Eats,,,,3.55,0.13,85,,,0.04,,0.01,,0.01,0.06,0%,1.55,0.04,10%,1.21,0.13,10%,3,12.5km,2.17,48.05,42.7,16.14,18.32,6.44,0.08,0.13,0,0.46,0.75,2.59,11.38,0.67,2.63,1.34,44%,3.14,82%,89%,8.49,0.13,0.08,0.67,
Wnt,  ,Thomas Douay,£4.3M  £13M,1,124,Ligue 1 Uber Eats,,,,5.59,0.26,150,,,0.05,,0.01,,0.01,0.04,0%,3.36,0.86,8%,2.91,0.26,9%,7,12.7km,1.64,47.68,41.87,14.39,16.7,6.23,0.11,0.15,0,0.63,1.3,1.86,10.63,1.01,2.35,0.26,60%,2.72,91%,88%,8.72,0.07,0.11,1.01,0.04
,  ,Zygmunt Bortnik,£12M  £35M,1.07,135,Ligue 1 Uber Eats,,,,5.87,0.32,145,,,0.04,,0.06,,0.06,0.17,13%,3.56,0.2,28%,1.13,0.32,29%,8,12.9km,1.46,49.39,43.68,14.49,13.81,6.6,0.08,0.32,0.04,0.89,0.81,3.32,11.5,0.65,1.86,0.16,61%,2.19,83%,88%,8.22,0.12,0.04,0.65,
Wnt,  ,Arthur Traoré,£2.3M  £6.8M,1.27,124,Ligue 1 Uber Eats,,,,4.83,0.23,104,,,0.1,,0.03,,0.03,0.08,13%,2.88,0.19,8%,2.79,0.23,8%,5,12.6km,1.67,48.23,42.28,15.01,17.38,6.09,0.19,0.37,0.05,0.7,0.88,2.65,11.06,0.74,3.11,0.65,60%,3.02,78%,88%,8.41,0.14,0.05,0.74,0.05
,  ,Vítor Ângelo,£11M  £34M,1.33,132,Ligue 1 Uber Eats,,,,6.72,0.03,242,,,0.03,,0,,0,0.03,20%,4.19,0.94,20%,0.14,0.03,20%,1,11.4km,0.36,60.58,56.69,5.81,3.97,4.08,0.08,0.14,0.03,0.53,0.69,1.89,15.42,0.19,1.19,1.17,62%,1.22,77%,94%,3.53,0.25,0.17,0.19,0.03
,  ,Nizar Trabelsi,£4.4M  £13.5M,1.86,125,Portuguese Premier League,,,,4.01,0.11,148,8%,"3,318.00",0.06,,0.03,0.03,0.03,0.08,15%,2.03,0.08,5%,2.03,0.11,5%,4,12.2km,1.49,46.27,39.55,15.52,17.09,5.45,0.08,0.35,0.05,0.6,1.11,2.33,12.53,1.06,2.47,1.03,51%,2.52,81%,85%,7.95,0.16,0.11,1.06,0.05
Wnt,  ,Mario Straker,£3.3M  £9.8M,1.38,122,Ligue 1 Uber Eats,,,,4.19,0.47,81,,,0.04,,0.03,,0.03,0.1,0%,2.22,0.26,15%,3.1,0.47,15%,9,12.3km,0.98,46.86,39.88,17.02,14.53,5.48,0.21,0.26,0,0.62,1.24,2.28,11.69,0.72,3,0.31,53%,2.9,66%,85%,8.95,0.1,0.05,0.72,
,  ,Mohamed Lamine Camara,Not for Sale,1.15,133,Portuguese Premier League,,,,4.11,0.18,137,8%,"3,003.00",0.09,,0.04,0.03,0.04,0.1,38%,2.4,0.18,15%,1.14,0.18,16%,6,12.7km,1.71,48.49,41.99,14.54,14.93,6.59,0.09,0.39,0.15,0.96,1.29,2.52,11.87,0.9,2.37,0.27,58%,2.76,82%,87%,9.44,0.27,0.06,0.9,0.03
,  ,Sam Tollitt,£8M  £24M,1.26,134,Ligue 1 Uber Eats,,,,3.21,0.21,106,13%,"2,973.00",0.03,,0.02,0.03,0.02,0.09,25%,2.27,0.09,13%,1.57,0.21,13%,7,12.7km,1.42,49.04,41.59,14.41,13.93,6.33,0.09,0.24,0.06,0.64,0.82,3.09,11.38,0.61,2.54,0.21,71%,2.66,81%,85%,8.84,0.18,0.09,0.61,0.03
,  ,Gaoussou Niaré,£8.6M  £26M,1.65,135,Portuguese Premier League,,,,2.03,0.53,61,,,0.08,,0,,0,0,,0.83,0.1,14%,3.56,0.53,15%,16,12.8km,1.73,45.02,39.89,15.44,15.7,3.63,0,,,0.43,0.77,3.16,10.61,0.93,3.03,0.93,41%,3.29,88%,89%,12.91,0.03,0.1,0.93,0.07
Wnt,  ,Roberto Rojas,£10.5M  £32M,0.87,136,Ligue 1 Uber Eats,,,,4.79,0.17,143,,,0.03,,0.07,,0.07,0.13,13%,3.22,0.34,12%,1.31,0.17,13%,5,12.2km,1.54,47.5,42.44,14.35,20.18,5.5,0.1,0.5,0.07,0.67,1.37,2.61,9.35,0.91,2.75,0.91,67%,2.72,76%,89%,9.39,0.2,0.1,0.91,
Wnt,  ,Faustino Afonso,£4.4M  £13M,1.91,123,Ligue 1 Uber Eats,,,,4.37,0.65,47,,,0.03,,0,,0,0,,2.51,0.74,23%,2.79,0.65,23%,7,12.3km,0.74,44.4,37.89,14.3,11.61,5.2,0,,,0.56,1.39,2.14,14.67,1.95,2.88,0.65,57%,3.07,83%,85%,8.36,0.09,0.19,1.95,0.09
,  ,Samuel Zafra,£5.2M  £15.5M,1.86,132,Spanish First Division,,,,4.1,0.53,140,,,0.06,,0.01,,0.01,0.08,0%,1.67,0.21,18%,2.93,0.53,18%,18,12.6km,1.44,43.97,38.08,16.74,16.45,5.13,0.06,0.09,0,0.56,1.17,2.46,11.52,0.97,2.64,0.29,41%,2.67,76%,87%,9.76,0.12,0.12,0.97,0.03
,  ,Dragan Hadzic,£1.3M  £3.8M,1.74,143,Bundesliga,,,,3.25,0.09,110,,,0.14,,0.01,,0.01,0.07,0%,1.45,0.12,7%,1.15,0.09,8%,3,12.5km,1.63,46.72,41.95,13.99,15.03,6.45,0.06,0.12,0,0.53,0.89,2.1,13.88,0.95,2.72,0.27,45%,2.96,79%,90%,9.44,0.27,0.09,0.95,0.06
,  ,Teddy Tournier,£9.2M  £28M,1.03,133,Bundesliga,,,,4.9,0.26,172,,,0.09,,0.05,,0.05,0.1,22%,3.25,0.48,11%,2.4,0.26,11%,9,12.6km,1,45.88,40.52,15.26,14.57,5.67,0.11,0.51,0.11,0.77,0.94,2.48,9.24,0.74,2.37,0.83,66%,2.42,76%,88%,8.87,0.14,0.11,0.74,
,  ,Nemanja Ristić,£1.8M  £5.6M,1.02,117,Italian Serie A,,,,5.78,0.7,181,8%,940,0.1,,0.14,0.1,0.14,0.11,53%,2.55,0.03,22%,3.13,0.7,22%,22,11.9km,2.17,31.66,26.68,12.61,18.57,2.11,0.26,1.28,0.67,0.35,0.8,1.79,3.45,1.28,2.87,0,44%,2.23,88%,84%,12.73,0.03,0.1,1.28,
Wnt,  ,Tomás,£12M  £36M,2.03,144,Spanish First Division,,,,5.99,0.2,176,,,0.09,,0.03,,0.03,0.1,0%,3.64,0.68,13%,1.46,0.2,14%,6,12.7km,0.99,51.64,45.95,14.43,15.93,6.64,0.1,0.27,0,0.48,0.71,2.45,11.61,0.58,2.28,0.78,61%,2.52,81%,89%,8.99,0.03,0.14,0.58,
Inj,  ,Pablo Sáez,£20M  £61M,1.78,149,Italian Serie A,,,,4,0.29,165,5%,"3,715.00",0.13,,0.02,0.02,0.02,0.04,27%,2.01,0.24,18%,1.55,0.29,19%,12,12.9km,1.21,61.56,56.47,14.75,10.47,7.24,0.22,0.53,0.15,0.63,0.75,2.45,12.23,1.07,2.5,0.39,50%,2.35,72%,92%,8.36,0.15,0.22,1.07,0.05
,  ,Dieter Sang,£54M  £162M,2.02,151,Spanish First Division,,,,5.25,0.25,210,,,0.06,,0.04,,0.04,0.13,29%,3.85,0.5,20%,1.23,0.25,20%,10,12.8km,1.63,47.71,42.14,14.63,10.35,6.33,0.1,0.35,0.1,0.35,0.45,2.4,14.53,0.73,2.7,0.73,73%,3.03,82%,88%,9.33,0.1,0.08,0.73,0.03
,  ,Airam Alonso,Not for Sale,1.83,133,Spanish First Division,,,,3.84,0.05,84,10%,"1,971.00",0.21,,0.05,0.05,0.05,0.1,20%,1.55,0.41,4%,1,0.05,5%,1,13.4km,0.82,54.16,48.86,15.02,11.05,5.66,0.14,0.46,0.09,0.68,1.14,2.15,15.16,1.05,2.83,0.5,40%,3.24,86%,90%,8.26,0.23,0.32,1.05,0.09
,  ,Mario Gavranović,£97M  £292M,2.34,189,Spanish First Division,,,,5.25,0.32,259,8%,"2,218.00",0.07,,0.05,0.04,0.05,0.09,28%,3.53,0.55,14%,2.21,0.32,15%,16,13.3km,2.21,56.52,50.52,16.92,2.66,7.16,0.2,0.51,0.14,0.45,0.59,2.72,16.92,1.06,2.8,0.51,67%,3.25,88%,89%,9.37,0.1,0.12,1.06,0.04
Wnt,  ,Franco Buzzi,£11.5M  £35M,2.29,154,Spanish First Division,,,,4.7,0.34,222,,,0.13,,0.08,,0.08,0.14,21%,2.52,0.23,20%,1.69,0.34,20%,16,12.7km,2.07,48.91,45.32,14.75,18.36,6.35,0.23,0.61,0.13,0.32,0.83,2.62,11.87,0.74,2.12,0.25,54%,2.69,86%,93%,8.7,0.15,0.13,0.74,0.02
Wnt,  ,Carl Cutajar,£30M  £90M,2.68,156,Bundesliga,,,,5.41,0.1,155,,,0.06,,0.02,,0.02,0.17,0%,3.63,0.21,8%,1.19,0.1,9%,3,13.2km,1.99,55.23,48.77,15.36,15.05,6.39,0,0.1,0,0.8,0.59,3.04,14.59,0.49,2.69,0.24,67%,2.69,73%,88%,9.22,0.1,0.1,0.49,0.1
,  ,Antonio,£48M  £144M,1.88,156,Bundesliga,,,,4.06,0.43,161,,,0.11,,0.01,,0.01,0.09,50%,1.89,0.15,24%,1.76,0.43,24%,17,12.7km,1.76,56.48,50.41,15.98,10.84,7.13,0.08,0.15,0.08,0.5,0.63,2.57,15.42,1.29,2.67,0.76,47%,2.77,75%,89%,9.17,0.1,0.18,1.29,0.05
,  ,Gabriele Ackermann,£60M  £179M,1.75,158,Bundesliga,,,,4.28,0.29,147,5%,"3,091.00",0.09,,0.09,0.03,0.09,0.16,20%,2.45,0.29,16%,1.78,0.29,16%,10,12.3km,1.69,48.04,44.02,13.98,11.56,7.28,0.17,0.58,0.12,0.49,1.16,2.65,12.75,1.16,2.5,0.52,57%,2.56,81%,92%,8.56,0.15,0.2,1.16,
,  ,Andrea Di Meo,£3.1M  £9.4M,1.44,125,Italian Serie A,,,,5.95,0.66,190,,,0.1,,0.01,,0.01,0.12,0%,3.97,0.56,23%,2.85,0.66,23%,21,12.9km,1.19,47.1,39.93,17.37,16.08,5.79,0,0.09,0,0.53,1.44,2.82,11.33,0.66,2.79,1.35,67%,2.57,71%,85%,9.39,0.06,0.06,0.66,0.09
,  ,August Rosendal,£40M  £121M,2.4,163,Italian Serie A,,,,5.5,0.4,220,,,0.05,,0.01,,0.01,0.13,25%,3.77,0.53,23%,1.68,0.4,24%,16,13.1km,1.62,57.95,51.98,16.35,12.28,7.58,0.03,0.1,0.03,0.57,0.82,2.55,13.93,0.8,2.62,0.2,69%,3,79%,90%,8.55,0.07,0.15,0.8,0.05
Inj,  ,Lino Stronati,£97M  £290M,2.43,175,Italian Serie A,,,,4.87,0.43,248,11%,416.82,0.31,,0.16,0.22,0.16,0.08,39%,2.1,0,15%,2.81,0.43,15%,22,12.6km,2.79,32.68,25.85,15.61,6.44,4.1,0.71,2,0.79,0.41,0.96,2.53,8.36,1.61,4.59,0,43%,2.63,74%,79%,0,0,0.49,1.61,0.49
Wnt,  ,Francisco Pastoriza,£18M  £54M,1.4,143,Spanish First Division,,,,3.54,0.14,151,,,0.08,,0,,0,0.16,0%,1.99,0.16,15%,0.94,0.14,15%,6,13.1km,1.66,48.09,42.89,15.09,14.34,6.38,0,0.02,0,0.96,1.12,2.77,11.51,0.73,2.39,0.14,56%,2.58,83%,89%,9.09,0.16,0.19,0.73,0.02
Wnt,  ,Gerard Mouriño,£9M  £27M,0.91,134,Spanish First Division,,,,5.71,0.66,191,9%,"1,506.00",0.03,,0.12,0.06,0.12,0.18,52%,2.3,0.27,19%,3.35,0.66,20%,22,12.9km,1.91,36.84,30.63,15.12,21.01,3.26,0.3,0.69,0.36,0.36,1.02,2.09,6.1,1.11,3.44,0.12,40%,2.99,86%,83%,11.21,0.03,0.03,1.11,0.03
,  ,Toni Magath,£4.5M  £13.5M,1.03,126,Italian Serie A,,,,4.64,0.25,132,8%,512.4,0.09,,0.26,0.18,0.26,0.11,35%,0.81,0,7%,3.09,0.25,8%,7,12.2km,3.93,31.55,26.7,13.31,17.74,2.18,0.67,2.28,0.81,0.18,0.42,2.07,3.37,0.95,3.23,0,17%,2.07,76%,85%,11.45,0,0.18,1.09,0.11
,  ,Hendrik Prinz von Anhalt,£7M  £21M,0.96,126,Bundesliga,,,,5.2,0.27,97,12%,559.67,0.18,,0.1,0.16,0.1,0.07,28%,1.61,0,10%,2.57,0.27,10%,5,12.2km,2.47,33.07,26.21,16.51,16.24,3.22,0.48,1.34,0.38,0.27,0.8,2.36,4.77,1.29,4.4,0,31%,2.89,81%,79%,2.04,0,0.27,1.29,0.21
Wnt,  ,Arcangelo Loddo,£1.1M  £3.3M,0.72,113,Italian Serie A,,,,4.9,0.4,185,6%,"1,698.50",0.11,,0.06,0.05,0.06,0.07,32%,2.33,0,11%,3.47,0.4,11%,15,12.4km,2.62,31.9,26.68,12.93,22.39,1.91,0.37,0.82,0.26,0.32,1.25,1.67,3.97,1.09,2.99,0,48%,2.28,84%,84%,12.03,0.08,0.08,1.09,0.13
,  ,Josep Miquel Puigoriol,£1.1M  £3.3M,1.64,119,Spanish First Division,,,,4.97,0.55,54,,,0.1,,0.02,,0.02,0.2,100%,3.87,0.55,27%,2.02,0.55,27%,6,13.0km,1.29,46.38,40.86,16.2,13.99,5.43,0,0.09,0.09,0.64,1.1,2.21,11.69,0.92,2.12,0.55,78%,2.3,83%,88%,8.74,0.18,,0.92,0.18
Wnt,  ,Seydouba Yattara,£475K  £1.5M,0.76,127,Italian Serie A,,,,4.97,0.26,172,,,0.03,,0,,0,0.03,50%,3.12,0.61,10%,2.49,0.26,10%,9,12.3km,0.9,47.95,42.31,14.02,14.71,6.18,0.03,0.06,0.03,0.46,1.21,2.23,13.06,1.1,2.83,0.98,63%,3.27,79%,88%,9.71,0.23,0.03,1.1,
,  ,Mikel Mateo,£19M  £58M,1.16,129,Spanish First Division,,,,5.13,0.32,177,13%,"3,106.00",0.05,,0.03,0.03,0.03,0.14,25%,3.36,0.32,14%,2.17,0.32,15%,11,13.0km,1.62,47.55,42.19,16.78,17.41,5.68,0.09,0.23,0.06,0.84,1.33,2.58,11.16,1.13,2.69,1.45,66%,2.78,81%,89%,9.07,0.17,0.06,1.13,0.03
,  ,Haico Bosvelt,£2.5M  £7.4M,1.15,131,Bundesliga,,,,6.56,0.03,210,,,0.04,,0,,0,0.02,0%,4,0.69,100%,0.03,0.03,100%,1,11.4km,0.31,57.19,51.63,5.15,4.56,4.4,0.09,0.09,0,0.53,1.22,1.75,13.17,0.31,1.25,0.44,61%,1.44,82%,90%,2.93,0.16,0.03,0.31,0.03
Wnt,  ,Arnar Már Ásgeirsson,£600K  £1.9M,1.19,121,Spanish First Division,,,,5.71,0.28,61,,,0.13,,0.1,,0.1,0.13,13%,1.96,0.28,7%,3.65,0.28,8%,3,11.7km,2.43,33.4,28.81,15.9,14.97,3.74,0.19,0.75,0.09,0.75,1.03,1.68,5.52,1.31,2.99,0,34%,2.62,88%,86%,11.32,0,0.09,1.31,
Wnt,  ,Nikola Acar,£110K  £325K,0.94,114,Italian Serie A,,,,4.86,0.36,174,,,0.03,,0.01,,0.01,0.07,25%,2.73,0.56,15%,2.34,0.36,15%,13,12.8km,0.95,46.41,40.49,17.19,16.05,5.47,0.06,0.11,0.03,0.87,1.06,2.76,9.96,0.73,3.1,0.56,56%,3.38,83%,87%,9.66,0.08,0.06,0.73,
,  ,Sébastian Rotsen,£29M  £88M,1.12,140,Bundesliga,,,,4.54,0.06,145,,,0.12,,0.02,,0.02,0.08,17%,3.07,0.19,6%,1.03,0.06,6%,2,12.3km,2.22,48.68,42.67,14.27,15.12,6.67,0.03,0.19,0.03,0.78,1.06,3.16,11.71,0.69,2.32,0.13,68%,2.97,85%,88%,8.92,0.13,0.06,0.69,0.06
,  ,Stefano Iannicelli,£375K  £1.1M,0.96,123,Bundesliga,,,,6.71,0.27,123,,,0.05,,0.04,,0.04,0.08,33%,4.52,0.49,9%,2.83,0.27,10%,5,12.5km,1.47,46.17,40.67,18.04,17.93,5.34,0.16,0.49,0.16,0.65,1.04,2.51,9.16,0.65,2.73,0.33,67%,2.73,82%,88%,9.81,0.16,0.05,0.65,
,  ,Romano Patruno,£2.2M  £6.8M,0.94,121,Italian Serie A,,,,3.85,0.35,110,,,0.04,,0.04,,0.04,0.09,15%,2.45,0.1,13%,2.52,0.35,14%,10,12.6km,1.5,46.12,40.14,16.87,16.87,5.49,0.14,0.45,0.07,0.7,1.36,2.38,8.71,0.84,2.17,0.07,64%,2.06,79%,87%,8.22,0.14,0.1,0.84,0.07
Unh,  ,Alfredo Alfano,£6.4M  £19M,1.08,125,English Premier Division,,,,4.87,0.19,127,,,0.16,,0.06,,0.06,0.09,22%,1.11,0.31,7%,2.49,0.19,8%,5,12.3km,1.84,37.63,31.46,15.5,13.12,4.8,0.27,0.69,0.15,0.38,1.04,2.07,8.44,1.34,2.88,0.12,23%,2.34,77%,84%,12.12,0.04,0.31,1.46,0.12
,  ,Karlo Modrić,£72M  £216M,2.1,177,English Premier Division,,,,4.27,0.25,202,,,0.04,,0.02,,0.02,0.14,33%,2.41,0.27,15%,1.67,0.25,15%,12,12.8km,2.13,58.59,53.18,15.44,7.14,7.56,0.06,0.13,0.04,0.44,0.63,2.41,19.07,1.08,2.68,0.51,56%,2.75,80%,91%,8.62,0.11,0.13,1.08,0.06
,  ,Furhgill Leerdam,£450K  £1.4M,1.56,137,English Premier Division,,,,4.43,0,80,,,0.14,,0,,0,0.07,0%,1.61,0.61,,1.22,0,0%,0,12.4km,1.22,48.99,42.23,13.39,18.54,5.92,0,0.06,0,0.61,1.11,2.44,10.96,0.94,2.6,0.55,36%,3.04,79%,86%,9.19,0.22,0.39,0.94,0.17
,  ,Kyle Maddox,£21M  £62M,0.91,153,English Premier Division,,,,4.63,0.38,134,12%,651,0.05,,0.13,0.14,0.13,0.11,42%,1.73,0,11%,3.18,0.38,12%,11,13.1km,1.94,35.43,29.41,16.45,16,2.9,0.45,1.14,0.48,0.31,0.55,2,5.67,0.97,3.01,0.03,37%,2.52,83%,83%,12.68,0.1,0.14,0.97,0.07
Wnt,  ,Mark Evans,£1.6M,1,117,English Premier Division,,,,3.54,0.43,33,,,0.04,,0,,0,0,,1.39,0.21,11%,3.86,0.43,11%,4,12.8km,1.82,42.86,36.43,16.61,23.89,4.82,0,,,0.54,1.29,2.36,7.71,1.61,3,0.32,39%,2.25,68%,85%,10.61,0.21,,1.61,
,  ,Samuel Adamu,£1.8M  £5.4M,1.96,144,English Premier Division,,,,5.51,0.18,93,,,0.16,,0.01,,0.01,0.09,0%,3.38,0.59,10%,1.78,0.18,10%,3,12.5km,1.24,55.46,48.29,14.63,21.09,7.64,0.06,0.06,0,0.36,0.59,2.84,12.15,0.89,2.13,0.18,61%,2.96,93%,87%,9.07,0.18,0.18,0.89,0.12
Wnt,  ,Milan Stanojević,£49M,2.12,154,English Premier Division,,,,4.24,0.96,119,10%,631,0.21,,0.16,0.14,0.16,0.11,38%,2.57,0,29%,3.89,1,26%,27,13.5km,2.89,40.33,33.91,16.69,13.26,4.92,0.39,1.43,0.53,0.25,0.75,1.6,4.85,1.68,2.92,0,61%,2.28,81%,84%,11.27,0,0.32,1.68,0.14
Wnt,  ,Haris Mulić,£12.5M  £37M,1.97,145,English Premier Division,,,,6.43,0.13,151,,,0.04,,0.03,,0.03,0.1,0%,4.17,0.64,15%,0.85,0.13,15%,3,11.8km,0.77,51.66,46.26,10.09,11.4,5.28,0.04,0.26,0,0.38,0.94,1.87,14.47,0.64,2.09,1.11,65%,2.55,86%,90%,6.98,0.13,0.09,0.64,0.04
,  ,Lewis Robertson,Not for Sale,1.14,137,English Premier Division,,,,6.27,0.23,216,,,0.07,,0.02,,0.02,0.12,50%,3.8,0.38,17%,1.31,0.23,18%,8,13.4km,1.31,48.6,42.68,15.41,16.42,5.95,0.03,0.17,0.09,0.75,0.75,2.84,10.85,0.55,2.41,1.19,61%,2.96,81%,88%,9.37,0.12,0.29,0.55,0.06
,  ,Daniel Olunga,Not for Sale,1.68,151,English Premier Division,,,,6.37,0.16,201,11%,"1,420.00",0.13,,0.05,0.06,0.05,0.09,22%,4.06,0.6,11%,1.36,0.16,12%,5,12.9km,1.93,48.39,44.37,14.74,16.1,7.38,0.1,0.57,0.13,0.44,0.92,2.19,11.44,0.86,2.76,0.29,64%,2.88,75%,92%,8.62,0.22,0.19,0.86,0.03
Inj,  ,Giuseppe Serra,£10.5M  £32M,2.34,156,English Premier Division,,,,4.15,0.25,149,20%,"3,228.00",0.14,,0.03,0.03,0.03,0.23,80%,2.06,0.28,25%,1,0.25,25%,9,12.9km,1.42,54.03,48.96,14.19,16.2,6.91,0,0.14,0.11,0.75,1.12,2.37,11.54,1.28,2.12,0.53,50%,2.26,81%,91%,10.07,0.14,0.22,1.28,0.14
